class,detections,files,jpg_files,jpg_size,aspect_ratio,max_areas,bbox_area,bbox_centroid,bbox_x1,bbox_y1,bbox_x2,bbox_y2,times,hours
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\negative_1757098146753_area_0_98.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\negative_1757098146753_area_0_98.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 14:49:06.753000-04:00,14
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\negative_1757098308686_area_0_24.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\negative_1757098308686_area_0_24.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 14:51:48.686000-04:00,14
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\negative_1757098326786_area_0_99.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\negative_1757098326786_area_0_99.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 14:52:06.786000-04:00,14
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\negative_1757098488765_area_0_25.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\negative_1757098488765_area_0_25.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 14:54:48.765000-04:00,14
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\negative_1757098668881_area_0_26.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\negative_1757098668881_area_0_26.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 14:57:48.881000-04:00,14
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\negative_1757098849035_area_0_27.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\negative_1757098849035_area_0_27.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 15:00:49.035000-04:00,15
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\negative_1757099029099_area_0_28.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\negative_1757099029099_area_0_28.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 15:03:49.099000-04:00,15
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\negative_1757099209146_area_0_29.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\negative_1757099209146_area_0_29.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 15:06:49.146000-04:00,15
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\negative_1757099226922_area_0_104.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\negative_1757099226922_area_0_104.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 15:07:06.922000-04:00,15
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\negative_1757104074033_area_0_56.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\negative_1757104074033_area_0_56.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 16:27:54.033000-04:00,16
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\negative_1757104254186_area_0_57.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\negative_1757104254186_area_0_57.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 16:30:54.186000-04:00,16
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\negative_1757104434327_area_0_58.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\negative_1757104434327_area_0_58.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 16:33:54.327000-04:00,16
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\negative_1757104614332_area_0_59.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\negative_1757104614332_area_0_59.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 16:36:54.332000-04:00,16
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\labels\negative_1757105154910_area_0_62.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\images\negative_1757105154910_area_0_62.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 16:45:54.910000-04:00,16
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\labels\negative_1757105168384_area_0_137.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\images\negative_1757105168384_area_0_137.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 16:46:08.384000-04:00,16
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\labels\negative_1757105334927_area_0_63.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\images\negative_1757105334927_area_0_63.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 16:48:54.927000-04:00,16
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\negative_1757106055303_area_0_67.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\negative_1757106055303_area_0_67.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 17:00:55.303000-04:00,17
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\negative_1757106068625_area_0_142.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\negative_1757106068625_area_0_142.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 17:01:08.625000-04:00,17
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\negative_1757106235346_area_0_68.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\negative_1757106235346_area_0_68.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 17:03:55.346000-04:00,17
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\negative_1757106248706_area_0_143.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\negative_1757106248706_area_0_143.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 17:04:08.706000-04:00,17
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\negative_1757106415418_area_0_69.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\negative_1757106415418_area_0_69.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 17:06:55.418000-04:00,17
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\labels\negative_1757106428776_area_0_144.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\images\negative_1757106428776_area_0_144.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 17:07:08.776000-04:00,17
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\negative_1757106595478_area_0_70.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\negative_1757106595478_area_0_70.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 17:09:55.478000-04:00,17
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\labels\negative_1757106608801_area_0_145.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\images\negative_1757106608801_area_0_145.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 17:10:08.801000-04:00,17
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\labels\negative_1757107869088_area_0_152.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\images\negative_1757107869088_area_0_152.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 17:31:09.088000-04:00,17
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\labels\negative_1757108035951_area_0_78.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\images\negative_1757108035951_area_0_78.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 17:33:55.951000-04:00,17
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\labels\negative_1757108049129_area_0_153.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\images\negative_1757108049129_area_0_153.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 17:34:09.129000-04:00,17
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\labels\negative_1757108216047_area_0_79.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\images\negative_1757108216047_area_0_79.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 17:36:56.047000-04:00,17
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\labels\negative_1757108396154_area_0_80.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\images\negative_1757108396154_area_0_80.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 17:39:56.154000-04:00,17
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\labels\negative_1757108576223_area_0_81.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\images\negative_1757108576223_area_0_81.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 17:42:56.223000-04:00,17
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\labels\negative_1757108756269_area_0_82.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\images\negative_1757108756269_area_0_82.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 17:45:56.269000-04:00,17
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\labels\negative_1757108769295_area_0_157.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\images\negative_1757108769295_area_0_157.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 17:46:09.295000-04:00,17
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\labels\negative_1757108936297_area_0_83.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\images\negative_1757108936297_area_0_83.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 17:48:56.297000-04:00,17
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\labels\negative_1757108949364_area_0_158.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\val\images\negative_1757108949364_area_0_158.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 17:49:09.364000-04:00,17
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\negative_1757109116367_area_0_84.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\negative_1757109116367_area_0_84.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 17:51:56.367000-04:00,17
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\negative_1757109296398_area_0_85.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\negative_1757109296398_area_0_85.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 17:54:56.398000-04:00,17
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\negative_1757109309453_area_0_160.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\negative_1757109309453_area_0_160.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 17:55:09.453000-04:00,17
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\negative_1757109476505_area_0_86.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\negative_1757109476505_area_0_86.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 17:57:56.505000-04:00,17
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\negative_1757109656629_area_0_87.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\negative_1757109656629_area_0_87.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 18:00:56.629000-04:00,18
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\negative_1757110029619_area_0_164.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\negative_1757110029619_area_0_164.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 18:07:09.619000-04:00,18
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\negative_1757110209684_area_0_165.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\negative_1757110209684_area_0_165.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 18:10:09.684000-04:00,18
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\negative_1757110389739_area_0_166.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\negative_1757110389739_area_0_166.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 18:13:09.739000-04:00,18
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\negative_1757111470023_area_0_172.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\negative_1757111470023_area_0_172.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 18:31:10.023000-04:00,18
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\negative_1757111650099_area_0_173.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\negative_1757111650099_area_0_173.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 18:34:10.099000-04:00,18
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\negative_1757111830101_area_0_174.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\negative_1757111830101_area_0_174.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 18:37:10.101000-04:00,18
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\labels\negative_1757112010132_area_0_175.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\test\images\negative_1757112010132_area_0_175.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-05 18:40:10.132000-04:00,18
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\negative_1757153959635_area_0_408.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\negative_1757153959635_area_0_408.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-06 06:19:19.635000-04:00,6
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\negative_1757154139637_area_0_409.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\negative_1757154139637_area_0_409.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-06 06:22:19.637000-04:00,6
negative,0,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\negative_1757154319668_area_0_410.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\negative_1757154319668_area_0_410.jpg,"[1920, 1080]",1.7777777777777777,0.0,[],[],[],[],[],[],2025-09-06 06:25:19.668000-04:00,6
bird,3,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detectRaw_1758299837192_area_255_motion_8_jpg.rf.c3acf1f4ec53d147abeb0a053c2b886f.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detectRaw_1758299837192_area_255_motion_8_jpg.rf.c3acf1f4ec53d147abeb0a053c2b886f.jpg,"[1920, 1080]",1.7777777777777777,255.0,"[292.94, 126.17899999999999, 118.2446]","[(1784.7, 24.35), (1855.86, 253.99), (1893.14, 236.81)]","[1775.0, 1850.135, 1887.775]","[16.8, 248.48000000000002, 231.3]","[1794.4, 1861.5849999999998, 1898.505]","[31.900000000000002, 259.5, 242.32]",2025-09-19 12:37:17.192000-04:00,12
bird,3,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detectRaw_1758299837353_area_264_motion_9_jpg.rf.6b33da923f34310915894a39860fa1a8.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detectRaw_1758299837353_area_264_motion_9_jpg.rf.6b33da923f34310915894a39860fa1a8.jpg,"[1920, 1080]",1.7777777777777777,264.0,"[302.08000000000004, 144.78, 133.75]","[(1670.1, 89.4), (1742.3, 270.65), (1791.95, 255.05)]","[1658.3, 1736.6, 1786.6000000000001]","[83.0, 264.29999999999995, 248.8]","[1681.8999999999999, 1748.0, 1797.3]","[95.80000000000001, 277.0, 261.3]",2025-09-19 12:37:17.353000-04:00,12
bird,3,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detectRaw_1758299837732_area_154_motion_10_jpg.rf.a7b519b978cf0e44404b31d7f907cfda.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detectRaw_1758299837732_area_154_motion_10_jpg.rf.a7b519b978cf0e44404b31d7f907cfda.jpg,"[1920, 1080]",1.7777777777777777,154.0,"[200.60490000000001, 139.92, 62.160000000000004]","[(1484.91, 190.89), (1559.3, 313.2), (1627.9, 307.1)]","[1472.9550000000002, 1552.7, 1623.7]","[186.695, 307.9, 303.40000000000003]","[1496.865, 1565.8999999999999, 1632.1000000000001]","[195.08499999999998, 318.5, 310.8]",2025-09-19 12:37:17.732000-04:00,12
bird,3,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detectRaw_1758299838492_area_132_motion_11_jpg.rf.65a0a3a86ef4acd51e638c68b14c5666.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detectRaw_1758299838492_area_132_motion_11_jpg.rf.65a0a3a86ef4acd51e638c68b14c5666.jpg,"[1920, 1080]",1.7777777777777777,132.0,"[255.4896, 103.0407, 94.4944]","[(1156.46, 359.93), (1252.17, 453.49), (1329.99, 430.17)]","[1147.875, 1246.875, 1324.985]","[352.49, 448.625, 425.45]","[1165.045, 1257.4650000000001, 1334.9950000000001]","[367.37, 458.355, 434.89000000000004]",2025-09-19 12:37:18.492000-04:00,12
bird,1,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detectRaw_1758470039678_area_224_motion_1_jpg.rf.687a8fda888ccefdf16b8bd57da799e5.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detectRaw_1758470039678_area_224_motion_1_jpg.rf.687a8fda888ccefdf16b8bd57da799e5.jpg,"[1920, 1080]",1.7777777777777777,224.0,[747.4665],"[(401.16, 542.12)]",[388.435],[527.4350000000001],[413.88500000000005],[556.805],2025-09-21 11:53:59.678000-04:00,11
bird,2,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detectRaw_1758537508640_area_161_motion_1_jpg.rf.655df628bf15857b0aa80032c743b51c.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detectRaw_1758537508640_area_161_motion_1_jpg.rf.655df628bf15857b0aa80032c743b51c.jpg,"[1920, 1080]",1.7777777777777777,161.0,"[451.2564, 268.26800000000003]","[(1830.91, 292.09), (1760.33, 374.92)]","[1813.13, 1750.9499999999998]","[285.74499999999995, 367.77000000000004]","[1848.69, 1769.71]","[298.435, 382.07]",2025-09-22 06:38:28.640000-04:00,6
bird,2,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detectRaw_1758537508805_area_112_motion_2_jpg.rf.456b5a03f837c4e8428c279eb186f022.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detectRaw_1758537508805_area_112_motion_2_jpg.rf.456b5a03f837c4e8428c279eb186f022.jpg,"[1920, 1080]",1.7777777777777777,112.0,"[437.18170000000003, 355.881]","[(1754.78, 359.88), (1815.07, 275.38)]","[1740.595, 1803.7]","[352.175, 267.555]","[1768.965, 1826.4399999999998]","[367.585, 283.205]",2025-09-22 06:38:28.805000-04:00,6
bird,2,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detectRaw_1758537508957_area_210_motion_3_jpg.rf.2eca010474a889ffe14eeb9f7aed9af7.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detectRaw_1758537508957_area_210_motion_3_jpg.rf.2eca010474a889ffe14eeb9f7aed9af7.jpg,"[1920, 1080]",1.7777777777777777,210.0,"[260.24809999999997, 504.76920000000007]","[(1740.82, 343.09), (1794.51, 257.78)]","[1730.435, 1777.48]","[336.825, 250.36999999999998]","[1751.205, 1811.54]","[349.35499999999996, 265.19]",2025-09-22 06:38:28.957000-04:00,6
bird,2,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detectRaw_1758537509479_area_174_motion_4_jpg.rf.0be69b0861746ab0f132421eec0e71a0.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detectRaw_1758537509479_area_174_motion_4_jpg.rf.0be69b0861746ab0f132421eec0e71a0.jpg,"[1920, 1080]",1.7777777777777777,174.0,"[379.96000000000004, 487.8018]","[(1723.4, 285.25), (1722.88, 191.18)]","[1711.6000000000001, 1702.315]","[277.2, 185.25]","[1735.2, 1743.4450000000002]","[293.3, 197.11]",2025-09-22 06:38:29.479000-04:00,6
bird,2,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detectRaw_1758537510141_area_175_motion_5_jpg.rf.361d37c9aec8fdf4cd7357a678608d09.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detectRaw_1758537510141_area_175_motion_5_jpg.rf.361d37c9aec8fdf4cd7357a678608d09.jpg,"[1920, 1080]",1.7777777777777777,175.0,"[581.8865999999999, 464.31]","[(1633.47, 105.08), (1732.52, 209.83)]","[1616.535, 1713.27]","[96.49, 203.8]","[1650.405, 1751.77]","[113.67, 215.86]",2025-09-22 06:38:30.141000-04:00,6
bird,2,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detectRaw_1758537510293_area_187_motion_6_jpg.rf.5784aeda995357b955f1f20f1a5bb05d.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detectRaw_1758537510293_area_187_motion_6_jpg.rf.5784aeda995357b955f1f20f1a5bb05d.jpg,"[1920, 1080]",1.7777777777777777,187.0,"[526.0110000000001, 512.168]","[(1610.22, 75.86), (1735.52, 184.83)]","[1594.045, 1720.92]","[67.73, 176.06]","[1626.395, 1750.12]","[83.99, 193.60000000000002]",2025-09-22 06:38:30.293000-04:00,6
bird,2,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\labels\detectRaw_1758537510574_area_420_motion_7_jpg.rf.e73cbcbd0489b317c6fcd8c78c1e19b5.txt,C:\Users\anamk\projects\dataSets\sandbox_copy\og_sandbox\yolo_bird_data\train\images\detectRaw_1758537510574_area_420_motion_7_jpg.rf.e73cbcbd0489b317c6fcd8c78c1e19b5.jpg,"[1920, 1080]",1.7777777777777777,420.0,"[662.7039999999998, 591.3599999999999]","[(1567.31, 29.72), (1747.8, 139.0)]","[1550.23, 1732.3999999999999]","[20.02, 129.4]","[1584.3899999999999, 1763.2]","[39.42, 148.6]",2025-09-22 06:38:30.574000-04:00,6
